RecordType	TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity	IndexName	IndexType	KeyOrdinal	IsIncluded	IsPrimaryKey	IsUnique
COL	dbo	OCORRENCIA_CONSERVACAO	CD_GRUPO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_LOCAL_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_MOTIVO_CONSERVACAO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_NATUREZA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_OCORRENCIA	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_OCORRENCIA_CONSERVACAO	int	4	10	0	NO	YES						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_ORIGEM_CONSERVACAO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_PATRIMONIO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_PATRIMONIO_DETALHE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_RODOVIA	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_RODOVIA_TRECHO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_SENTIDO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_SERVICO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_STATUS_CONSERVACAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_SUB_ELEMENTO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_SUBTIPO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_TIPO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_USUARIO_ENCERRADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	CD_USUARIO_MANIPULADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_CANCELAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_EFETIVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_ENCERRAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_ENCERRAMENTO_OCORRENCIA_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_ENVIO_SIGECON	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_EXECUTADO_SIGECON	datetime2	8	27	7	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_FIM	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_FIM_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_INICIO	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_INICIO_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_PREVISAO_FIM	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_PREVISAO_INICIO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	DH_ULTIMA_ALTERACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	ID_SIGECON	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	KM_FIM	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	KM_FIM_REALIZADO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	KM_INICIO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	KM_INICIO_REALIZADO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	KM_METRO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	METRO_2	decimal	17	38	9	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	MOTIVO_CANCELAMENTO	varchar	800	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	NUMERO_CONSERVACAO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	OBSERVACAO	varchar	8000	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	OBSERVACAO_CONCLUSAO	varchar	300	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	QUANTIDADE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	QUANTIDADE_CONSERVACAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	SERIAL_SIGECON	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO	STATUS_SIGECON	varchar	50	0	0	YES	NO						
IDX	dbo	OCORRENCIA_CONSERVACAO	CD_OCORRENCIA	int	4	10	0	NO	NO	PK_BG_AUTO_OCORRENCIA_CONSERVACAO	CLUSTERED	1	NO	YES	YES
IDX	dbo	OCORRENCIA_CONSERVACAO	CD_CONCESSAO	tinyint	1	3	0	YES	NO	UQ_OCORRENCIA_CONSERVACAO_LEGACY_TENANT	NONCLUSTERED	1	NO	NO	YES
IDX	dbo	OCORRENCIA_CONSERVACAO	CD_OCORRENCIA_CONSERVACAO	int	4	10	0	NO	NO	UQ_OCORRENCIA_CONSERVACAO_LEGACY_TENANT	NONCLUSTERED	2	NO	NO	YES
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	AREA_TOTAL	decimal	17	38	9	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	BL_AJUSTE_BURACO_NA_PISTA	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	BL_DANO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	BL_SERVICO_CONSERVACAO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_ACAO_CONSERVACAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_ADJACENCIA_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_CLASSE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_CONCESSAO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_ELEMENTO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_EQUIPE	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_GRUPO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_LOCAL_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_MOTIVO_CONSERVACAO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_NATUREZA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_OCORRENCIA	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_OCORRENCIA_CONSERVACAO	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_ORIGEM_CONSERVACAO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_PATRIMONIO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_PATRIMONIO_DETALHE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_RODOVIA	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_RODOVIA_TRECHO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_SENTIDO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_SERVICO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_STATUS_CONSERVACAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_SUB_ELEMENTO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_SUBTIPO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_TIPO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_USUARIO_ENCERRADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	CD_USUARIO_MANIPULADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_CANCELAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_EFETIVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_ENCERRAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_ENCERRAMENTO_OCORRENCIA_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_ENVIO_SIGECON	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_EXECUTADO_SIGECON	datetime2	8	27	7	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_FIM	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_FIM_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_INICIO	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_INICIO_CONSERVACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_PREVISAO_FIM	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_PREVISAO_INICIO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_ULTIMA_ALTERACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	ID_SIGECON	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	KM_FIM	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	KM_FIM_REALIZADO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	KM_INICIO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	KM_INICIO_REALIZADO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	KM_METRO	decimal	5	7	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	METRO_2	decimal	17	38	9	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	MOTIVO_CANCELAMENTO	varchar	800	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	NUMERO_CONSERVACAO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	OBSERVACAO	varchar	8000	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	OBSERVACAO_CONCLUSAO	varchar	300	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	QUANTIDADE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	QUANTIDADE_CONSERVACAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	SERIAL_SIGECON	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	STATUS_SIGECON	varchar	50	0	0	YES	NO						
IDX	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_FIM	datetime2	8	27	7	NO	NO	ix_OCORRENCIA_CONSERVACAO_HISTORICO	CLUSTERED	1	NO	NO	NO
IDX	dbo	OCORRENCIA_CONSERVACAO_HISTORICO	DH_INICIO	datetime2	8	27	7	NO	NO	ix_OCORRENCIA_CONSERVACAO_HISTORICO	CLUSTERED	2	NO	NO	NO
COL	dbo	OCORRENCIA_CONSERVACAO_STATUS	BL_ENVIADA	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_STATUS	CD_OCORRENCIA_CONSERVACAO_STATUS	int	4	10	0	NO	YES						
COL	dbo	OCORRENCIA_CONSERVACAO_STATUS	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_STATUS	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_STATUS	ID_STATUS_SIGECON	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_CONSERVACAO_STATUS	NOME	varchar	200	0	0	YES	NO						
IDX	dbo	OCORRENCIA_CONSERVACAO_STATUS	CD_OCORRENCIA_CONSERVACAO_STATUS	int	4	10	0	NO	NO	PK_dbo_OCORRENCIA_CONSERVACAO_STATUS	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	CD_OCORRENCIA	bigint	8	19	0	NO	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	CD_OCORRENCIA_CROQUI_ACIDENTE	bigint	8	19	0	NO	YES						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	LATITUDE	decimal	5	9	6	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	LONGITUDE	decimal	5	9	6	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	URL_CROQUI	varchar	300	0	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE	ZOOM	tinyint	1	3	0	YES	NO						
IDX	dbo	OCORRENCIA_CROQUI_ACIDENTE	CD_OCORRENCIA_CROQUI_ACIDENTE	bigint	8	19	0	NO	NO	PK_BG_OCORRENCIA_CROQUI_ACIDENTE	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CD_GALERIA_IMAGEM	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CD_OCORRENCIA_CROQUI_ACIDENTE	bigint	8	19	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CD_OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	bigint	8	19	0	NO	YES						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	COORDENADA_X	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	COORDENADA_Y	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	ESCALA	decimal	5	9	2	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	ESCALA_X	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	POSICAO	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	ROTACAO	tinyint	1	3	0	YES	NO						
IDX	dbo	OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CD_OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	bigint	8	19	0	NO	NO	PK_BG_OCORRENCIA_CROQUI_ACIDENTE_COORDENADAS	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_DADOS	CD_OCORRENCIA	bigint	8	19	0	NO	NO						
COL	dbo	OCORRENCIA_DADOS	CD_OCORRENCIA_DADOS	bigint	8	19	0	NO	YES						
COL	dbo	OCORRENCIA_DADOS	CD_TIPO_OCORRENCIA	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DADOS	DATA_FIM	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DADOS	DATA_INICIO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DADOS	DESCRICAO	varchar	255	0	0	YES	NO						
COL	dbo	OCORRENCIA_DADOS	DH_FIM	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_DADOS	DH_INICIO	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_DADOS	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
IDX	dbo	OCORRENCIA_DADOS	CD_OCORRENCIA_DADOS	bigint	8	19	0	NO	NO	PK_dbo_OCORRENCIA_DADOS	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_DANO	BL_CONSERVACAO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_DANO	CD_ELEMENTO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_EQUIPE	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_GRUPO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_LOCAL_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_OCORRENCIA	bigint	8	19	0	NO	NO						
COL	dbo	OCORRENCIA_DANO	CD_OCORRENCIA_DANO	int	4	10	0	NO	YES						
COL	dbo	OCORRENCIA_DANO	CD_PATRIMONIO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_SERVICO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_SUB_ELEMENTO_CONSERVA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CD_TIPO_DANO	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	CPF	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	DH_DANO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO	DH_ENCERRAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO	DH_FIM	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_DANO	DH_INICIO	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_DANO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO	EMAIL	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	NOME_USUARIO	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	NUMERO_DANO	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	OBSERVACAO	varchar	8000	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	QTD	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO	TELEFONE	varchar	20	0	0	YES	NO						
IDX	dbo	OCORRENCIA_DANO	CD_OCORRENCIA	bigint	8	19	0	NO	NO	PK_BG_AUTO_OCORRENCIA_DANO	CLUSTERED	1	NO	YES	YES
IDX	dbo	OCORRENCIA_DANO	CD_CONCESSAO	int	4	10	0	NO	NO	UQ_OCORRENCIA_DANO_LEGACY_TENANT	NONCLUSTERED	1	NO	NO	YES
IDX	dbo	OCORRENCIA_DANO	CD_OCORRENCIA_DANO	int	4	10	0	NO	NO	UQ_OCORRENCIA_DANO_LEGACY_TENANT	NONCLUSTERED	2	NO	NO	YES
COL	dbo	OCORRENCIA_DANO_ANEXO	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	OCORRENCIA_DANO_ANEXO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_ANEXO	CD_OCORRENCIA_DANO_ANEXO	bigint	8	19	0	NO	YES						
COL	dbo	OCORRENCIA_DANO_ANEXO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_ANEXO	CD_USUARIO_MANIPULADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_ANEXO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO_ANEXO	NM_ARQUIVO	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_ANEXO	URL_ARQUIVO	varchar	MAX	0	0	YES	NO						
IDX	dbo	OCORRENCIA_DANO_ANEXO	CD_OCORRENCIA_DANO_ANEXO	bigint	8	19	0	NO	NO	PK_BG_OCORRENCIA_DANO_ANEXO	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_DANO_BO	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	OCORRENCIA_DANO_BO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_BO	CD_OCORRENCIA_DANO_BO	bigint	8	19	0	NO	YES						
COL	dbo	OCORRENCIA_DANO_BO	CD_TIPO_BO	tinyint	1	3	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_BO	CD_USUARIO_MANIPULADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_BO	COMUNICACAO	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_BO	NUMERO	varchar	50	0	0	YES	NO						
IDX	dbo	OCORRENCIA_DANO_BO	CD_OCORRENCIA_DANO_BO	bigint	8	19	0	NO	NO	PK_BG_OCORRENCIA_DANO_BO	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_DANO_COBRANCA	BL_ORCAMENTO_CONCLUIDO_VALOR_ORCADO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	BL_REEMBOLSO_EFETUADO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	CD_COBRADORA	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	CD_OCORRENCIA_DANO_COBRANCA	bigint	8	19	0	NO	YES						
COL	dbo	OCORRENCIA_DANO_COBRANCA	CD_USUARIO_MANIPULADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	DATA_ORCAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	DATA_RECEBIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	VALOR_NEGOCIADO	decimal	9	10	2	YES	NO						
COL	dbo	OCORRENCIA_DANO_COBRANCA	VALOR_RECEBIDO	decimal	9	10	2	YES	NO						
IDX	dbo	OCORRENCIA_DANO_COBRANCA	CD_OCORRENCIA_DANO_COBRANCA	bigint	8	19	0	NO	NO	PK_BG_OCORRENCIA_DANO_COBRANCA	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_DANO_EVENTO	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	OCORRENCIA_DANO_EVENTO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_EVENTO	CD_OCORRENCIA_DANO_EVENTO	bigint	8	19	0	NO	YES						
COL	dbo	OCORRENCIA_DANO_EVENTO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_EVENTO	CD_USUARIO_MANIPULADOR	smallint	2	5	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_EVENTO	DESCRICAO	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_DANO_EVENTO	DH_EVENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_DANO_EVENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
