RecordType	TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity	IndexName	IndexType	KeyOrdinal	IsIncluded	IsPrimaryKey	IsUnique
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	DH_FIM	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	DH_INICIO	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	DINAMICA_OCORRENCIA	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	FATAL	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	GRAVE	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	ILESA	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	INFO_ONIBUS	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	INTERDICAO_FAIXA	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	LEVE	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	LOCAL	varchar	255	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	MARCO_QUILOMETRICO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	MODERADA	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	MUNICIPIO	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	NUMERO_FAIXAS	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	OBSERVACOES_GERAIS	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	ORIGEM_OCORRENCIA	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	RECURSOS_ACIONADOS	varchar	1000	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	RECURSOS_EXTERNOS	varchar	1000	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	RODOVIA	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	SENTIDO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	STATUS_OCORRENCIA	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	TIPO_CARGA	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	TIPO_OCORRENCIA	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	TIPO_PISTA	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	VEICULO_OFICIAL	varchar	255	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	VEICULOS_ENVOLVIDOS	varchar	MAX	0	0	YES	NO						
COL	dbo	OCORRENCIA_RELEVANTE_HISTORICO	VITIMAS	varchar	10	0	0	YES	NO						
IDX	dbo	OCORRENCIA_RELEVANTE_HISTORICO	CD_CONCESSAO	nvarchar	64	0	0	NO	NO	IX_OCORRENCIA_RELEVANTE_HISTORICO_TENANT	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	OCORRENCIA_RELEVANTE_HISTORICO	CD_CONCESSAO	nvarchar	64	0	0	NO	NO	IX_OCORRENCIA_RELEVANTE_HISTORICO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	OCORRENCIA_RELEVANTE_HISTORICO	CD_AGENCIA	nvarchar	32	0	0	YES	NO	IX_OCORRENCIA_RELEVANTE_HISTORICO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
COL	dbo	OCORRENCIA_SINOTICO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_SINOTICO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_SINOTICO	CD_OCORRENCIA	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_SINOTICO	CD_OCORRENCIA_SINOTICO	int	4	10	0	NO	YES						
COL	dbo	OCORRENCIA_SINOTICO	CD_SINOTICO	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_SINOTICO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_SINOTICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
IDX	dbo	OCORRENCIA_SINOTICO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_OCORRENCIA_SINOTICO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	OCORRENCIA_SINOTICO	CD_AGENCIA	int	4	10	0	YES	NO	IX_OCORRENCIA_SINOTICO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	OCORRENCIA_SINOTICO	CD_OCORRENCIA_SINOTICO	int	4	10	0	NO	NO	PK_dbo_OCORRENCIA_SINOTICO	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_VEICULO	ANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	BL_CONDUTOR_NAO_IDENTIFICADO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	BL_VEICULO_ELETRICO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	BL_VEICULO_OFICIAL	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_CATEGORIA_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_CONDICAO_PNEU	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_COR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_DESTINO_REMOCAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_MARCA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_MODELO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_MOTIVO_VIAGEM	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_NACIONALIDADE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_OCORRENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_OCORRENCIA_VEICULO	int	4	10	0	NO	YES						
COL	dbo	OCORRENCIA_VEICULO	CD_POTENCIA_MOTO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_RECURSO_REMOCAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_REFERENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_SEGURADORA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_TELEFONE_PAIS	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_TIPO_CARGA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_TIPO_PRESTADOR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_TIPO_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_USUARIO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_USUARIO_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CD_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CHASSI	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CIDADE	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CNH	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CNPJ_EMPRESA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CONTATO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	CPF	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DESCRICAO_CARGA	varchar	1000	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DESTINO	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DETALHE_VEICULO_N1	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DETALHE_VEICULO_N2	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_FIM	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_INICIO	datetime2	8	27	7	NO	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_INICIO_DESTOMBAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_INICIO_TRANSBORDO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_NASCIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_TERMINO_DESTOMBAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_TERMINO_TRANSBORDO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	DH_VENCIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	EIXO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	ENDERECO	varchar	255	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	IDADE_CONDUTOR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	KM_METRO	decimal	9	18	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	NOME	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	NOME_EMPRESA	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	NOME_TRANSPORTADORA	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	ORDEM_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	ORIGEM	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	PESO_CARGA	decimal	9	18	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	PLACA	varchar	10	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	POTENCIA_CARRO	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	QTD_DERRAMAMENTO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	QTD_OCUPANTES	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	RENAVAM	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	SEGURADORA	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	SEXO	char	1	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	TEL_CONTATO	varchar	30	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	TELEFONE	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO	VIACAO	varchar	200	0	0	YES	NO						
IDX	dbo	OCORRENCIA_VEICULO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_OCORRENCIA_VEICULO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	OCORRENCIA_VEICULO	CD_AGENCIA	int	4	10	0	YES	NO	IX_OCORRENCIA_VEICULO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	OCORRENCIA_VEICULO	CD_OCORRENCIA_VEICULO	int	4	10	0	NO	NO	PK_OCORRENCIA_VEICULO_ID	CLUSTERED	1	NO	YES	YES
IDX	dbo	OCORRENCIA_VEICULO	CD_CONCESSAO	int	4	10	0	NO	NO	UQ_OCORRENCIA_VEICULO_LEGACY_KEY	NONCLUSTERED	1	NO	NO	YES
IDX	dbo	OCORRENCIA_VEICULO	CD_OCORRENCIA_VEICULO	int	4	10	0	NO	NO	UQ_OCORRENCIA_VEICULO_LEGACY_KEY	NONCLUSTERED	2	NO	NO	YES
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	ANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	BL_CONDUTOR_NAO_IDENTIFICADO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	BL_VEICULO_OFICIAL	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_AGENCIA	nvarchar	32	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_CATEGORIA_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_CONCESSAO	nvarchar	64	0	0	NO	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_CONDICAO_PNEU	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_COR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_DESTINO_REMOCAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_MARCA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_MODELO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_NACIONALIDADE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_OCORRENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_OCORRENCIA_VEICULO	int	4	10	0	NO	YES						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_POTENCIA_MOTO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_RECURSO_REMOCAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_REFERENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_SEGURADORA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_TIPO_CARGA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_TIPO_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_USUARIO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_USUARIO_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CHASSI	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CIDADE	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CNH	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CNPJ_EMPRESA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CONTATO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	CPF	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DESCRICAO_CARGA	varchar	1000	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DESTINO	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_DESTOMBAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_FIM	datetime2	7	23	3	NO	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_INICIO	datetime2	7	23	3	NO	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_INICIO_TRANSBORDO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_NASCIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_TERMINO_TRANSBORDO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	DH_VENCIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	EIXO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	KM_METRO	decimal	9	10	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	NOME	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	NOME_EMPRESA	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	ORDEM_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	ORIGEM	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	PESO_CARGA	decimal	9	18	2	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	PLACA	varchar	7	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	POTENCIA_CARRO	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	QTD_DERRAMAMENTO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	QTD_OCUPANTES	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	RENAVAM	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	SEGURADORA	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	SEXO	char	1	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	TEL_CONTATO	varchar	30	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	TELEFONE	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_BKP_20220811	VIACAO	varchar	200	0	0	YES	NO						
IDX	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_CONCESSAO	nvarchar	64	0	0	NO	NO	IX_OCORRENCIA_VEICULO_BKP_20220811_TENANT	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_CONCESSAO	nvarchar	64	0	0	NO	NO	IX_OCORRENCIA_VEICULO_BKP_20220811_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_AGENCIA	nvarchar	32	0	0	YES	NO	IX_OCORRENCIA_VEICULO_BKP_20220811_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	OCORRENCIA_VEICULO_BKP_20220811	CD_OCORRENCIA_VEICULO	int	4	10	0	NO	NO	PK_OCORRENCIA_VEICULO_BKP_20220811	CLUSTERED	1	NO	YES	YES
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	ANO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	BL_CONDUTOR_NAO_IDENTIFICADO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	BL_VEICULO_ELETRICO	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	BL_VEICULO_OFICIAL	bit	1	1	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_AGENCIA	nvarchar	32	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_CATEGORIA_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_CONCESSAO	nvarchar	64	0	0	NO	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_CONDICAO_PNEU	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_COR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_DESTINO_REMOCAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_MARCA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_MODELO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_MOTIVO_VIAGEM	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_NACIONALIDADE	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_OCORRENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_OCORRENCIA_VEICULO	int	4	10	0	NO	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_POTENCIA_MOTO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_RECURSO_REMOCAO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_REFERENCIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_SEGURADORA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_TELEFONE_PAIS	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_TIPO_ATENDIMENTO_RECURSO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_TIPO_CARGA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_TIPO_PRESTADOR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_TIPO_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_USUARIO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_USUARIO_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CD_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CHASSI	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CIDADE	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CNH	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CNPJ_EMPRESA	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CONTATO	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	CPF	varchar	20	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DESCRICAO_CARGA	varchar	1000	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DESTINO	varchar	200	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DETALHE_VEICULO_N1	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DETALHE_VEICULO_N2	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_FIM	datetime2	7	23	3	NO	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_INICIO	datetime2	7	23	3	NO	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_INICIO_DESTOMBAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_INICIO_TRANSBORDO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_NASCIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_TERMINO_DESTOMBAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_TERMINO_TRANSBORDO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	DH_VENCIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	EIXO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	ENDERECO	varchar	255	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	IDADE_CONDUTOR	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	KM_METRO	decimal	9	10	3	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	NOME	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	NOME_EMPRESA	varchar	50	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	NOME_TRANSPORTADORA	varchar	100	0	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	ORDEM_VEICULO	int	4	10	0	YES	NO						
COL	dbo	OCORRENCIA_VEICULO_HISTORICO	ORIGEM	varchar	200	0	0	YES	NO						
